State,County,year,congestion_events,avg_severity,avg_delay_typical,avg_delay_freeflow,slow_events,moderate_events,fast_events,slow_event_percentage
AL,Winston,2017,6,1.5,5.35,5.36,0,2,4,0.0
AL,Winston,2018,23,1.52,4.41,4.43,2,6,15,8.7
AL,Winston,2019,6,1.17,7.53,7.54,2,1,3,33.33
AL,Winston,2020,2,1.0,7.5,7.5,0,0,2,0.0
AL,Winston,2021,3,0.67,2.33,2.67,0,2,1,0.0
AL,Winston,2022,1,1.0,6.0,6.0,1,0,0,100.0
AR,Arkansas,2017,4,2.0,8.86,8.88,1,2,1,25.0
AR,Arkansas,2018,12,1.75,5.87,5.88,3,5,4,25.0
AR,Arkansas,2019,8,0.62,3.5,3.5,0,6,2,0.0
AR,Arkansas,2020,6,0.5,4.5,4.5,0,6,0,0.0
AR,Arkansas,2021,7,1.0,4.14,4.57,1,3,3,14.29
AR,Arkansas,2022,14,0.57,4.07,4.36,0,4,10,0.0
AR,Ashley,2017,2,2.0,9.39,9.39,0,0,2,0.0
AR,Ashley,2018,14,1.71,6.45,6.48,4,4,6,28.57
AR,Ashley,2019,29,1.28,3.32,3.32,12,10,7,41.38
AR,Ashley,2020,12,1.5,7.17,7.08,2,4,6,16.67
AR,Ashley,2021,36,1.25,2.78,2.83,1,14,21,2.78
AR,Ashley,2022,1,2.0,6.0,6.0,0,0,1,0.0
AR,Baxter,2017,13,1.38,1.78,1.94,4,5,4,30.77
AR,Baxter,2018,3,1.33,2.07,2.18,1,0,2,33.33
AR,Baxter,2019,1,1.0,1.28,1.28,0,0,1,0.0
AR,Baxter,2020,2,1.0,15.0,16.0,1,1,0,50.0
AR,Baxter,2021,5,0.4,3.0,3.8,0,3,2,0.0
AR,Baxter,2022,6,0.67,3.0,3.33,0,1,5,0.0
AR,Benton,2017,117,1.53,3.54,4.5,53,38,26,45.3
AR,Benton,2018,150,1.54,4.4,5.24,64,59,27,42.67
AR,Benton,2019,77,1.17,3.51,4.38,31,38,8,40.26
AR,Benton,2020,21,1.43,4.57,4.9,7,10,4,33.33
AR,Benton,2021,23,1.17,4.48,5.17,7,13,3,30.43
AR,Benton,2022,53,0.66,3.74,3.98,8,16,29,15.09
AR,Boone,2017,10,1.3,2.78,3.01,1,4,5,10.0
AR,Boone,2018,18,1.61,3.7,4.02,6,5,7,33.33
AR,Boone,2019,20,1.2,3.41,3.79,9,4,7,45.0
AR,Boone,2020,10,1.2,5.0,5.3,2,4,4,20.0
AR,Boone,2021,3,1.33,1.33,3.0,1,2,0,33.33
AR,Boone,2022,13,1.08,3.62,3.69,0,8,5,0.0
AR,Bradley,2017,2,2.0,21.4,21.43,2,0,0,100.0
AR,Bradley,2018,7,1.29,4.09,4.13,1,1,5,14.29
AR,Bradley,2019,7,0.71,4.0,4.0,2,3,2,28.57
AR,Bradley,2020,4,0.5,5.5,5.75,1,0,3,25.0
AR,Bradley,2021,5,0.6,4.8,5.2,1,3,1,20.0
AR,Bradley,2022,1,1.0,4.0,5.0,0,0,1,0.0
AR,Calhoun,2017,7,1.86,8.75,8.82,1,5,1,14.29
AR,Calhoun,2018,32,1.78,6.58,6.59,2,20,10,6.25
AR,Calhoun,2019,16,1.25,7.0,7.08,2,4,10,12.5
AR,Calhoun,2020,4,0.75,7.0,7.25,2,2,0,50.0
AR,Calhoun,2021,3,1.0,3.0,3.0,0,0,3,0.0
AR,Calhoun,2022,1,1.0,5.0,5.0,0,0,1,0.0
AR,Carroll,2017,12,1.42,3.4,3.47,2,4,6,16.67
AR,Carroll,2018,13,2.0,6.5,7.09,5,7,1,38.46
AR,Carroll,2019,6,0.83,2.27,2.27,1,1,4,16.67
AR,Carroll,2020,6,1.17,4.67,4.83,0,2,4,0.0
AR,Carroll,2021,3,1.33,1.67,2.0,0,2,1,0.0
AR,Carroll,2022,17,0.94,5.24,5.24,1,6,10,5.88
AR,Chicot,2017,10,1.6,7.36,7.38,4,3,3,40.0
AR,Chicot,2018,15,1.73,6.29,6.31,1,8,6,6.67
AR,Chicot,2019,6,1.17,5.05,5.05,4,0,2,66.67
AR,Chicot,2020,10,1.0,5.0,6.2,2,6,2,20.0
AR,Chicot,2021,30,1.3,3.47,3.43,1,12,17,3.33
AR,Chicot,2022,1,2.0,7.0,8.0,0,0,1,0.0
AR,Clark,2017,4,1.5,2.25,2.27,3,1,0,75.0
AR,Clark,2018,12,1.75,4.91,4.91,5,2,5,41.67
AR,Clark,2019,35,1.63,3.47,3.56,11,7,17,31.43
AR,Clark,2020,10,1.5,6.7,6.7,1,4,5,10.0
AR,Clark,2021,51,1.25,4.65,4.75,6,11,34,11.76
AR,Clark,2022,18,1.56,10.11,10.39,1,8,9,5.56
AR,Clay,2017,4,1.5,3.88,4.07,1,2,1,25.0
AR,Clay,2018,6,1.67,8.19,8.21,0,1,5,0.0
AR,Clay,2019,13,0.85,4.77,4.86,1,4,8,7.69
AR,Clay,2020,16,0.75,5.75,6.06,0,7,9,0.0
AR,Clay,2021,7,0.71,6.14,6.43,1,1,5,14.29
AR,Clay,2022,7,0.43,3.57,4.0,1,0,6,14.29
AR,Cleburne,2017,6,1.83,10.74,10.79,4,2,0,66.67
AR,Cleburne,2018,16,1.88,7.43,7.43,6,7,3,37.5
AR,Cleburne,2019,2,1.0,14.33,14.38,1,1,0,50.0
AR,Cleburne,2020,1,2.0,15.0,15.0,1,0,0,100.0
AR,Cleburne,2022,6,0.17,2.5,3.17,0,1,5,0.0
AR,Cleveland,2017,6,1.67,7.18,10.12,0,2,4,0.0
AR,Cleveland,2018,6,1.83,7.63,7.68,1,2,3,16.67
AR,Cleveland,2019,4,1.5,0.89,0.9,1,2,1,25.0
AR,Cleveland,2020,1,1.0,4.0,5.0,0,1,0,0.0
AR,Cleveland,2021,5,1.4,4.4,4.4,0,2,3,0.0
AR,Cleveland,2022,3,1.33,6.67,7.0,0,0,3,0.0
AR,Columbia,2017,3,1.67,6.34,6.41,0,1,2,0.0
AR,Columbia,2018,9,1.89,8.96,9.0,3,4,2,33.33
AR,Columbia,2019,13,1.08,5.04,5.05,4,4,5,30.77
AR,Columbia,2020,7,0.43,2.57,2.71,1,1,5,14.29
AR,Columbia,2021,38,0.55,2.66,2.89,1,16,21,2.63
AR,Columbia,2022,2,1.5,10.0,10.5,0,2,0,0.0
AR,Conway,2017,6,1.67,3.63,3.63,3,1,2,50.0
AR,Conway,2018,11,1.73,3.29,3.29,0,2,9,0.0
AR,Conway,2019,23,1.65,2.79,2.79,3,6,14,13.04
AR,Conway,2021,11,2.0,9.36,9.55,1,6,4,9.09
AR,Conway,2022,12,0.67,3.08,3.08,0,0,12,0.0
AR,Craighead,2017,22,1.68,4.18,4.64,11,9,2,50.0
AR,Craighead,2018,36,1.72,4.54,4.88,18,15,3,50.0
AR,Craighead,2019,24,0.83,5.62,5.9,7,14,3,29.17
AR,Craighead,2020,37,0.43,4.35,4.62,8,22,7,21.62
AR,Craighead,2021,30,0.67,3.43,4.5,12,14,4,40.0
AR,Craighead,2022,65,0.57,5.18,5.34,11,18,36,16.92
AR,Crawford,2017,18,1.44,3.16,3.55,5,7,6,27.78
AR,Crawford,2018,38,1.82,2.7,5.98,9,9,20,23.68
AR,Crawford,2019,67,1.75,3.18,3.18,26,19,22,38.81
AR,Crawford,2020,9,1.22,5.0,5.78,1,5,3,11.11
AR,Crawford,2021,15,2.07,8.2,8.33,1,5,9,6.67
AR,Crawford,2022,43,1.23,5.37,5.47,0,5,38,0.0
AR,Crittenden,2017,33,1.82,5.78,5.8,13,9,11,39.39
AR,Crittenden,2018,41,1.63,4.18,4.27,18,13,10,43.9
AR,Crittenden,2019,58,1.29,4.93,4.97,23,19,16,39.66
AR,Crittenden,2020,41,1.1,4.93,5.56,14,19,8,34.15
AR,Crittenden,2021,69,1.2,4.3,4.43,7,30,32,10.14
AR,Crittenden,2022,34,1.29,7.71,7.82,7,12,15,20.59
AR,Cross,2017,4,2.0,9.15,9.15,1,2,1,25.0
AR,Cross,2018,26,1.69,5.65,5.69,6,9,11,23.08
AR,Cross,2019,4,1.0,5.88,5.88,1,2,1,25.0
AR,Cross,2020,3,0.67,3.67,4.0,0,1,2,0.0
AR,Cross,2021,2,0.0,3.0,3.5,0,0,2,0.0
AR,Cross,2022,8,0.12,2.38,2.62,0,1,7,0.0
AR,Dallas,2017,1,2.0,12.82,12.82,0,0,1,0.0
AR,Dallas,2018,7,1.57,4.49,4.49,1,1,5,14.29
AR,Dallas,2019,6,1.5,2.92,2.92,5,1,0,83.33
AR,Dallas,2020,4,1.25,4.75,5.0,3,1,0,75.0
AR,Dallas,2021,3,0.67,1.0,3.0,0,1,2,0.0
AR,Dallas,2022,1,1.0,7.0,7.0,0,0,1,0.0
AR,Desha,2017,8,1.75,10.44,10.46,3,5,0,37.5
AR,Desha,2018,21,1.71,8.36,8.39,11,4,6,52.38
AR,Desha,2019,11,0.82,4.36,4.38,5,2,4,45.45
AR,Desha,2020,10,0.5,4.1,4.2,4,4,2,40.0
AR,Desha,2021,20,0.6,3.45,3.75,5,8,7,25.0
AR,Desha,2022,4,0.75,5.75,5.75,1,1,2,25.0
AR,Drew,2017,4,2.0,3.34,3.33,2,2,0,50.0
AR,Drew,2018,7,1.57,6.78,6.75,3,2,2,42.86
AR,Drew,2019,3,0.67,7.88,7.89,1,2,0,33.33
AR,Drew,2020,3,1.67,8.0,8.0,0,1,2,0.0
AR,Drew,2021,5,0.8,5.2,5.2,2,2,1,40.0
AR,Drew,2022,3,0.33,5.33,5.33,0,0,3,0.0
AR,Faulkner,2017,13,1.46,4.81,4.99,3,7,3,23.08
AR,Faulkner,2018,34,1.65,4.25,4.66,15,10,9,44.12
AR,Faulkner,2019,44,1.16,2.29,2.52,14,5,25,31.82
AR,Faulkner,2020,9,1.44,4.11,4.89,1,6,2,11.11
AR,Faulkner,2021,57,1.28,2.33,3.23,24,19,14,42.11
AR,Faulkner,2022,48,0.85,5.52,5.77,8,11,29,16.67
AR,Franklin,2017,3,1.67,0.63,8.7,0,2,1,0.0
AR,Franklin,2018,16,1.62,4.33,6.03,3,3,10,18.75
AR,Franklin,2019,18,1.28,2.8,2.8,5,5,8,27.78
AR,Franklin,2020,5,0.6,4.0,4.0,0,1,4,0.0
AR,Franklin,2021,25,1.84,4.68,4.84,0,7,18,0.0
AR,Franklin,2022,13,1.46,11.62,11.85,1,1,11,7.69
AR,Fulton,2017,3,2.0,5.7,5.7,0,3,0,0.0
AR,Fulton,2018,4,2.0,8.32,8.32,0,4,0,0.0
AR,Fulton,2020,5,1.4,6.4,6.4,0,1,4,0.0
AR,Fulton,2021,2,2.0,3.5,3.5,0,1,1,0.0
AR,Fulton,2022,7,1.14,3.71,3.71,0,0,7,0.0
AR,Garland,2017,16,1.88,7.28,7.73,7,5,4,43.75
AR,Garland,2018,48,1.73,5.01,5.38,26,15,7,54.17
AR,Garland,2019,11,1.27,7.43,7.72,2,8,1,18.18
AR,Garland,2020,11,1.09,5.91,6.55,2,6,3,18.18
AR,Garland,2021,37,0.81,3.62,4.24,3,24,10,8.11
AR,Garland,2022,13,0.92,5.38,5.54,3,4,6,23.08
AR,Grant,2017,7,1.71,10.84,10.87,2,4,1,28.57
AR,Grant,2018,14,1.57,4.13,4.57,4,4,6,28.57
AR,Grant,2019,14,1.29,5.21,5.43,3,5,6,21.43
AR,Grant,2020,2,0.5,4.5,5.0,0,1,1,0.0
AR,Grant,2021,11,1.18,4.27,4.27,0,4,7,0.0
AR,Grant,2022,4,1.5,6.5,6.5,0,0,4,0.0
AR,Greene,2017,5,1.8,1.24,1.31,1,2,2,20.0
AR,Greene,2018,8,1.38,3.56,3.71,1,3,4,12.5
AR,Greene,2019,15,0.53,5.31,5.48,6,4,5,40.0
AR,Greene,2020,16,0.56,5.25,5.25,1,10,5,6.25
AR,Greene,2021,1,1.0,5.0,5.0,0,0,1,0.0
AR,Greene,2022,19,0.58,4.21,4.47,0,1,18,0.0
AR,Hempstead,2017,31,1.55,3.35,3.56,14,8,9,45.16
AR,Hempstead,2018,34,1.79,4.96,5.05,7,13,14,20.59
AR,Hempstead,2019,37,1.24,1.6,1.63,16,5,16,43.24
AR,Hempstead,2020,11,0.73,4.0,4.09,3,3,5,27.27
AR,Hempstead,2021,51,0.9,4.71,5.06,11,15,25,21.57
AR,Hempstead,2022,5,1.4,5.2,5.2,2,1,2,40.0
AR,Hot Spring,2017,14,1.5,3.45,3.46,9,2,3,64.29
AR,Hot Spring,2018,18,2.39,10.57,10.59,4,8,6,22.22
AR,Hot Spring,2019,25,1.72,3.35,3.39,3,6,16,12.0
AR,Hot Spring,2020,15,1.2,7.67,7.87,6,3,6,40.0
AR,Hot Spring,2021,46,1.61,5.0,5.15,3,9,34,6.52
AR,Hot Spring,2022,18,1.61,14.56,14.72,4,6,8,22.22
AR,Howard,2017,8,1.88,6.62,6.61,5,1,2,62.5
AR,Howard,2018,4,2.0,8.74,8.76,3,1,0,75.0
AR,Howard,2019,3,1.33,15.81,15.76,2,1,0,66.67
AR,Howard,2020,4,1.0,9.75,10.0,2,1,1,50.0
AR,Howard,2021,7,0.14,2.0,2.71,1,6,0,14.29
AR,Howard,2022,8,0.75,7.38,7.38,2,4,2,25.0
AR,Independence,2017,18,1.56,4.43,4.48,5,9,4,27.78
AR,Independence,2018,16,1.25,1.82,1.94,3,10,3,18.75
AR,Independence,2019,7,1.0,2.86,2.95,2,1,4,28.57
AR,Independence,2020,3,1.33,4.67,4.67,0,1,2,0.0
AR,Independence,2021,8,1.12,4.62,5.12,1,5,2,12.5
AR,Independence,2022,28,0.93,4.07,4.14,1,0,27,3.57
AR,Izard,2017,3,2.0,12.34,12.33,0,3,0,0.0
AR,Izard,2018,2,1.0,5.98,6.03,0,1,1,0.0
AR,Izard,2019,2,0.5,4.5,4.5,0,0,2,0.0
AR,Izard,2020,2,1.0,7.0,7.0,0,1,1,0.0
AR,Izard,2021,1,1.0,5.0,5.0,0,0,1,0.0
AR,Izard,2022,6,0.5,4.0,4.0,0,1,5,0.0
AR,Jackson,2017,17,1.29,1.77,1.78,6,6,5,35.29
AR,Jackson,2018,13,1.77,6.0,6.02,4,5,4,30.77
AR,Jackson,2019,6,0.67,3.2,3.23,2,2,2,33.33
AR,Jackson,2020,5,0.6,6.0,6.0,1,2,2,20.0
AR,Jackson,2021,5,0.8,5.8,6.0,0,2,3,0.0
AR,Jackson,2022,24,0.58,5.12,5.12,0,4,20,0.0
AR,Jefferson,2017,12,1.75,7.16,7.18,9,2,1,75.0
AR,Jefferson,2018,29,1.66,6.25,6.27,9,8,12,31.03
AR,Jefferson,2019,43,1.42,4.62,4.65,22,16,5,51.16
AR,Jefferson,2020,7,1.0,5.43,5.71,1,4,2,14.29
AR,Jefferson,2021,49,1.02,4.12,4.41,3,21,25,6.12
AR,Jefferson,2022,32,0.81,3.88,4.16,2,8,22,6.25
AR,Johnson,2017,9,1.33,3.23,3.26,3,1,5,33.33
AR,Johnson,2018,18,1.72,3.94,3.97,5,7,6,27.78
AR,Johnson,2019,25,1.68,2.4,2.41,9,4,12,36.0
AR,Johnson,2020,4,1.25,6.0,6.25,0,2,2,0.0
AR,Johnson,2021,13,1.54,3.54,3.62,0,3,10,0.0
AR,Johnson,2022,6,1.0,3.67,3.67,0,1,5,0.0
AR,Lafayette,2017,3,1.67,11.58,11.59,1,2,0,33.33
AR,Lafayette,2018,4,1.5,14.06,14.09,1,1,2,25.0
AR,Lafayette,2019,5,1.6,10.2,10.0,2,2,1,40.0
AR,Lafayette,2020,5,0.8,2.8,3.0,0,2,3,0.0
AR,Lafayette,2021,2,1.0,1.0,1.0,0,0,2,0.0
AR,Lafayette,2022,3,0.67,5.33,5.67,0,1,2,0.0
AR,Lawrence,2017,9,1.56,5.7,5.77,2,2,5,22.22
AR,Lawrence,2018,9,1.33,2.98,4.33,3,1,5,33.33
AR,Lawrence,2019,6,1.67,4.97,4.97,5,1,0,83.33
AR,Lawrence,2020,3,1.0,5.67,5.67,2,0,1,66.67
AR,Lawrence,2021,3,1.33,5.33,5.33,0,1,2,0.0
AR,Lawrence,2022,15,1.13,4.0,4.2,4,1,10,26.67
AR,Lee,2017,4,2.0,9.16,9.26,0,4,0,0.0
AR,Lee,2018,1,2.0,12.85,12.88,0,1,0,0.0
AR,Lee,2019,3,0.67,3.53,3.53,1,0,2,33.33
AR,Lee,2020,4,0.5,3.75,4.0,0,1,3,0.0
AR,Lee,2021,7,0.57,4.29,4.29,0,2,5,0.0
AR,Lee,2022,10,0.3,4.2,4.4,0,1,9,0.0
AR,Lincoln,2017,4,2.0,8.38,8.42,1,1,2,25.0
AR,Lincoln,2018,9,1.78,6.26,6.29,3,1,5,33.33
AR,Lincoln,2019,8,1.12,5.13,5.13,3,2,3,37.5
AR,Lincoln,2020,2,1.0,6.0,6.0,0,1,1,0.0
AR,Lincoln,2021,9,0.89,2.56,2.56,0,7,2,0.0
AR,Lincoln,2022,8,0.62,4.12,4.12,1,2,5,12.5
AR,Little River,2017,5,1.6,3.06,3.06,1,2,2,20.0
AR,Little River,2018,14,1.86,7.54,7.56,3,6,5,21.43
AR,Little River,2019,8,1.62,12.03,12.04,4,1,3,50.0
AR,Little River,2020,5,1.0,6.8,6.8,2,1,2,40.0
AR,Little River,2021,2,1.0,3.0,3.0,0,2,0,0.0
AR,Little River,2022,1,0.0,4.0,4.0,0,0,1,0.0
AR,Logan,2017,3,1.67,1.69,1.69,1,1,1,33.33
AR,Logan,2018,3,2.0,4.11,4.3,0,2,1,0.0
AR,Logan,2019,4,1.5,10.5,10.5,3,1,0,75.0
AR,Logan,2020,5,0.6,6.0,6.0,0,5,0,0.0
AR,Logan,2021,1,0.0,2.0,2.0,0,0,1,0.0
AR,Logan,2022,10,0.3,2.8,3.3,0,0,10,0.0
AR,Lonoke,2017,17,1.76,9.79,9.84,5,6,6,29.41
AR,Lonoke,2018,48,1.77,6.99,7.46,7,14,27,14.58
AR,Lonoke,2019,42,0.79,4.91,5.58,10,13,19,23.81
AR,Lonoke,2020,19,1.21,8.26,8.58,4,7,8,21.05
AR,Lonoke,2021,62,1.26,6.71,6.92,3,16,43,4.84
AR,Lonoke,2022,39,1.33,7.9,8.23,1,13,25,2.56
AR,Madison,2017,2,2.0,19.76,19.82,1,1,0,50.0
AR,Madison,2018,5,1.6,5.26,5.28,3,1,1,60.0
AR,Madison,2019,1,1.0,0.52,0.52,0,1,0,0.0
AR,Madison,2020,7,1.29,6.0,5.86,2,3,2,28.57
AR,Madison,2021,3,2.0,6.33,6.33,0,1,2,0.0
AR,Madison,2022,6,1.17,4.17,4.0,0,0,6,0.0
AR,Marion,2017,4,2.0,17.16,17.21,2,2,0,50.0
AR,Marion,2018,6,1.67,4.2,4.22,2,1,3,33.33
AR,Marion,2019,3,1.0,0.77,0.79,3,0,0,100.0
AR,Marion,2021,1,1.0,12.0,12.0,1,0,0,100.0
AR,Marion,2022,2,1.5,8.5,8.5,1,0,1,50.0
AR,Miller,2017,31,1.52,3.33,3.46,12,7,12,38.71
AR,Miller,2018,19,1.89,6.73,6.73,2,6,11,10.53
AR,Miller,2019,43,1.49,2.43,2.5,11,14,18,25.58
AR,Miller,2020,21,0.76,4.14,4.43,0,8,13,0.0
AR,Miller,2021,47,1.38,3.74,4.21,2,19,26,4.26
AR,Miller,2022,2,1.0,3.5,3.5,0,0,2,0.0
AR,Mississippi,2017,12,1.08,3.53,3.53,11,1,0,91.67
AR,Mississippi,2018,36,1.83,7.11,7.14,16,6,14,44.44
AR,Mississippi,2019,19,1.21,4.74,4.74,4,6,9,21.05
AR,Mississippi,2020,11,0.82,8.09,8.18,7,4,0,63.64
AR,Mississippi,2021,19,1.47,5.11,5.0,0,2,17,0.0
AR,Mississippi,2022,52,0.98,4.58,4.6,9,3,40,17.31
AR,Monroe,2017,10,1.3,3.21,3.27,5,2,3,50.0
AR,Monroe,2018,17,1.88,5.93,5.98,3,4,10,17.65
AR,Monroe,2019,1,3.0,90.33,90.35,1,0,0,100.0
AR,Monroe,2020,6,1.0,3.83,3.83,0,5,1,0.0
AR,Monroe,2021,11,1.0,4.64,5.0,0,1,10,0.0
AR,Monroe,2022,13,1.38,6.23,6.46,1,4,8,7.69
AR,Montgomery,2017,7,1.57,3.95,3.96,1,3,3,14.29
AR,Montgomery,2018,7,1.86,2.79,2.8,2,0,5,28.57
AR,Montgomery,2019,1,2.0,13.0,13.0,0,1,0,0.0
AR,Montgomery,2020,4,1.25,10.0,10.0,1,1,2,25.0
AR,Montgomery,2021,9,0.67,4.44,4.78,0,4,5,0.0
AR,Montgomery,2022,1,0.0,4.0,4.0,0,1,0,0.0
AR,Nevada,2017,11,1.73,7.37,7.39,7,2,2,63.64
AR,Nevada,2018,11,1.82,3.14,3.14,2,5,4,18.18
AR,Nevada,2019,39,1.51,5.8,5.8,7,12,20,17.95
AR,Nevada,2020,12,1.17,9.42,9.5,3,7,2,25.0
AR,Nevada,2021,15,1.27,4.87,5.0,0,7,8,0.0
AR,Nevada,2022,5,1.6,8.0,8.4,0,2,3,0.0
AR,Newton,2017,3,2.0,7.63,8.15,2,1,0,66.67
AR,Newton,2018,13,1.62,11.08,11.19,12,0,1,92.31
AR,Newton,2019,4,1.0,2.56,2.56,0,2,2,0.0
AR,Newton,2020,1,2.0,11.0,11.0,1,0,0,100.0
AR,Newton,2021,2,0.5,6.5,6.5,2,0,0,100.0
AR,Newton,2022,3,0.67,5.67,5.67,1,1,1,33.33
AR,Ouachita,2017,3,1.67,5.3,5.3,1,1,1,33.33
AR,Ouachita,2018,10,1.8,5.08,5.14,4,4,2,40.0
AR,Ouachita,2019,4,1.25,4.5,4.5,1,1,2,25.0
AR,Ouachita,2020,4,1.0,6.25,6.25,0,1,3,0.0
AR,Ouachita,2021,19,0.11,2.47,2.74,2,11,6,10.53
AR,Ouachita,2022,4,0.75,5.5,5.5,0,1,3,0.0
AR,Perry,2017,2,1.5,6.27,7.05,0,2,0,0.0
AR,Perry,2018,3,2.0,8.22,9.98,0,3,0,0.0
AR,Perry,2019,4,0.75,5.51,5.76,1,3,0,25.0
AR,Perry,2022,5,0.6,5.2,5.4,1,0,4,20.0
AR,Phillips,2017,3,2.0,7.68,7.71,1,1,1,33.33
AR,Phillips,2018,8,1.88,6.43,6.47,2,4,2,25.0
AR,Phillips,2019,15,1.07,4.9,5.0,1,8,6,6.67
AR,Phillips,2020,2,1.0,9.0,9.0,1,1,0,50.0
AR,Phillips,2021,7,0.57,1.86,3.57,1,2,4,14.29
AR,Phillips,2022,5,0.6,2.4,2.4,0,0,5,0.0
AR,Pike,2017,1,2.0,0.0,0.0,1,0,0,100.0
AR,Pike,2018,6,1.83,10.22,10.26,3,2,1,50.0
AR,Pike,2019,4,1.0,7.75,7.75,2,2,0,50.0
AR,Pike,2020,7,0.86,6.29,6.29,3,2,2,42.86
AR,Pike,2021,4,0.25,2.5,3.0,0,0,4,0.0
AR,Pike,2022,1,1.0,7.0,7.0,0,1,0,0.0
AR,Poinsett,2017,4,1.25,3.54,3.58,0,2,2,0.0
AR,Poinsett,2018,45,1.78,4.41,4.44,4,26,15,8.89
AR,Poinsett,2019,14,0.64,3.64,3.71,4,8,2,28.57
AR,Poinsett,2020,12,0.5,4.67,4.75,1,7,4,8.33
AR,Poinsett,2021,11,0.27,4.36,4.36,1,3,7,9.09
AR,Poinsett,2022,55,0.53,4.42,4.67,9,10,36,16.36
AR,Polk,2017,5,1.2,7.16,7.17,0,2,3,0.0
AR,Polk,2018,9,1.89,3.7,3.69,2,2,5,22.22
AR,Polk,2019,13,1.0,4.69,4.78,8,2,3,61.54
AR,Polk,2020,5,0.8,9.0,9.2,2,2,1,40.0
AR,Polk,2021,5,0.6,4.0,4.0,1,1,3,20.0
AR,Polk,2022,3,1.67,5.67,5.67,0,0,3,0.0
AR,Pope,2017,22,1.73,5.54,5.59,12,7,3,54.55
AR,Pope,2018,21,1.62,2.87,2.9,6,9,6,28.57
AR,Pope,2019,14,1.43,1.82,1.82,3,0,11,21.43
AR,Pope,2020,2,0.0,2.0,2.0,2,0,0,100.0
AR,Pope,2021,15,1.2,3.73,3.8,0,6,9,0.0
AR,Pope,2022,11,0.55,2.73,3.0,1,1,9,9.09
AR,Prairie,2017,8,2.38,18.43,19.22,2,4,2,25.0
AR,Prairie,2018,40,1.9,10.62,12.73,4,9,27,10.0
AR,Prairie,2019,7,1.43,3.03,3.04,0,2,5,0.0
AR,Prairie,2020,9,1.56,12.0,12.22,2,3,4,22.22
AR,Prairie,2021,33,1.33,7.48,7.58,0,14,19,0.0
AR,Prairie,2022,23,1.57,8.13,8.3,0,5,18,0.0
AR,Pulaski,2017,120,1.51,3.63,4.5,31,55,34,25.83
AR,Pulaski,2018,266,1.7,4.27,4.9,71,112,83,26.69
AR,Pulaski,2019,266,1.2,4.17,4.74,69,87,110,25.94
AR,Pulaski,2020,42,1.26,4.05,4.76,8,22,12,19.05
AR,Pulaski,2021,177,1.14,4.0,4.32,10,70,97,5.65
AR,Pulaski,2022,156,1.17,4.6,4.99,31,50,75,19.87
AR,Randolph,2017,3,1.67,10.53,10.77,1,1,1,33.33
AR,Randolph,2018,16,1.81,4.2,4.72,7,5,4,43.75
AR,Randolph,2019,1,1.0,3.05,3.98,1,0,0,100.0
AR,Randolph,2020,1,1.0,5.0,5.0,0,1,0,0.0
AR,Randolph,2021,1,0.0,1.0,1.0,0,1,0,0.0
AR,Randolph,2022,8,0.75,4.25,4.25,0,0,8,0.0
AR,Saint Francis,2017,1,1.0,1.55,1.62,1,0,0,100.0
AR,Saint Francis,2018,1,2.0,3.85,3.83,0,0,1,0.0
AR,Saline,2017,18,1.56,5.28,5.41,9,3,6,50.0
AR,Saline,2018,37,1.68,5.64,6.02,13,13,11,35.14
AR,Saline,2019,54,1.06,3.83,4.06,16,18,20,29.63
AR,Saline,2020,28,0.82,3.57,4.25,2,13,13,7.14
AR,Saline,2021,98,0.88,5.48,5.87,15,34,49,15.31
AR,Saline,2022,70,1.07,5.56,5.8,5,22,43,7.14
AR,Scott,2017,14,1.29,1.79,1.8,2,3,9,14.29
AR,Scott,2018,4,2.0,5.13,5.13,1,2,1,25.0
AR,Scott,2019,9,0.89,3.73,3.72,0,3,6,0.0
AR,Scott,2020,4,1.0,3.75,3.75,0,1,3,0.0
AR,Scott,2021,12,1.5,4.08,4.5,0,1,11,0.0
AR,Scott,2022,4,1.5,5.25,5.0,0,0,4,0.0
AR,Searcy,2017,10,1.6,1.67,1.66,2,3,5,20.0
AR,Searcy,2018,19,1.79,5.12,5.16,1,6,12,5.26
AR,Searcy,2019,7,1.57,3.92,4.48,3,2,2,42.86
AR,Searcy,2020,1,1.0,2.0,2.0,0,1,0,0.0
AR,Searcy,2021,1,1.0,2.0,2.0,0,1,0,0.0
AR,Searcy,2022,7,1.0,4.29,4.29,1,2,4,14.29
AR,Sebastian,2017,20,1.65,6.15,6.25,10,6,4,50.0
AR,Sebastian,2018,31,1.84,4.99,5.24,17,11,3,54.84
AR,Sebastian,2019,26,1.04,5.58,5.66,17,8,1,65.38
AR,Sebastian,2020,24,0.71,3.79,4.5,8,11,5,33.33
AR,Sebastian,2021,45,0.36,2.49,3.49,3,37,5,6.67
AR,Sebastian,2022,45,0.29,2.62,2.87,8,16,21,17.78
AR,Sevier,2017,6,1.5,1.67,1.66,0,2,4,0.0
AR,Sevier,2018,15,1.73,4.5,4.57,6,3,6,40.0
AR,Sevier,2019,9,1.22,8.19,8.19,2,6,1,22.22
AR,Sevier,2020,2,1.0,6.0,6.0,0,1,1,0.0
AR,Sevier,2021,3,0.67,2.67,2.67,0,2,1,0.0
AR,Sharp,2017,7,1.71,5.54,5.55,3,3,1,42.86
AR,Sharp,2018,12,1.5,4.84,4.85,2,6,4,16.67
