"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"North Carolina","Avery",2026,61,48,13,0,0,0,0,80,64,44,0,0,61,0,0
"North Carolina","Buncombe",2026,120,67,53,0,0,0,0,84,67,48,0,0,36,84,0
"North Carolina","Caldwell",2026,61,51,10,0,0,0,0,80,61,44,0,0,61,0,0
"North Carolina","Carteret",2026,84,82,2,0,0,0,0,67,44,37,0,0,84,0,0
"North Carolina","Caswell",2026,59,45,13,1,0,0,0,101,67,44,0,0,59,0,0
"North Carolina","Catawba",2026,111,66,45,0,0,0,0,72,62,43,0,0,0,111,0
"North Carolina","Cumberland",2026,120,59,61,0,0,0,0,93,70,51,0,0,40,80,0
"North Carolina","Davidson",2026,113,54,59,0,0,0,0,78,67,52,0,0,0,113,0
"North Carolina","Durham",2026,120,69,51,0,0,0,0,90,66,47,0,0,41,79,0
"North Carolina","Edgecombe",2026,119,93,26,0,0,0,0,90,61,42,0,0,45,74,0
"North Carolina","Forsyth",2026,59,33,26,0,0,0,0,77,66,44,0,2,0,57,0
"North Carolina","Graham",2026,61,44,17,0,0,0,0,80,74,45,0,0,61,0,0
"North Carolina","Granville",2026,61,46,15,0,0,0,0,90,71,44,0,0,61,0,0
"North Carolina","Guilford",2026,120,77,43,0,0,0,0,100,66,45,0,0,43,77,0
"North Carolina","Haywood",2026,61,40,21,0,0,0,0,90,80,47,0,0,61,0,0
"North Carolina","Johnston",2026,120,83,37,0,0,0,0,84,60,44,0,0,43,77,0
"North Carolina","Lenoir",2026,61,48,13,0,0,0,0,100,67,44,0,0,61,0,0
"North Carolina","Lincoln",2026,61,45,16,0,0,0,0,97,71,44,0,0,61,0,0
"North Carolina","Macon",2026,89,89,0,0,0,0,0,50,45,38,0,0,89,0,0
"North Carolina","Martin",2026,61,48,13,0,0,0,0,77,61,44,0,0,61,0,0
"North Carolina","Mecklenburg",2026,152,79,72,1,0,0,0,105,71,49,1,3,60,88,0
"North Carolina","Mitchell",2026,120,101,19,0,0,0,0,61,53,28,0,0,0,120,0
"North Carolina","Montgomery",2026,118,97,21,0,0,0,0,71,54,39,0,0,60,58,0
"North Carolina","New Hanover",2026,117,76,41,0,0,0,0,87,64,44,0,0,42,75,0
"North Carolina","Northampton",2026,119,91,28,0,0,0,0,68,56,28,0,0,0,119,0
"North Carolina","Person",2026,60,43,17,0,0,0,0,97,74,45,0,0,60,0,0
"North Carolina","Pitt",2026,119,90,29,0,0,0,0,93,61,43,0,0,49,70,0
"North Carolina","Rockingham",2026,61,44,17,0,0,0,0,97,67,46,0,0,61,0,0
"North Carolina","Rowan",2026,120,77,42,1,0,0,0,101,71,45,0,0,68,52,0
"North Carolina","Swain",2026,120,81,39,0,0,0,0,74,61,46,0,0,37,83,0
"North Carolina","Union",2026,55,41,13,1,0,0,0,101,80,46,0,0,55,0,0
"North Carolina","Wake",2026,120,62,58,0,0,0,0,97,67,49,0,0,55,65,0
"North Carolina","Yancey",2026,34,21,13,0,0,0,0,84,74,48,0,0,34,0,0
"North Dakota","Billings",2026,89,89,0,0,0,0,0,44,39,33,0,3,75,11,0
"North Dakota","Burke",2026,90,89,1,0,0,0,0,51,39,32,0,0,75,15,0
"North Dakota","Burleigh",2026,111,107,4,0,0,0,0,63,42,28,1,2,27,80,1
"North Dakota","Cass",2026,90,84,6,0,0,0,0,62,47,34,0,1,60,29,0
"North Dakota","Dunn",2026,90,85,5,0,0,0,0,56,41,33,0,0,75,15,0
"North Dakota","McKenzie",2026,90,84,6,0,0,0,0,60,41,33,0,0,76,14,0
"North Dakota","Mercer",2026,90,83,7,0,0,0,0,68,42,31,0,0,64,26,0
"North Dakota","Oliver",2026,90,90,0,0,0,0,0,48,39,33,0,0,81,9,0
"North Dakota","Ward",2026,90,85,5,0,0,0,0,55,42,32,0,0,71,19,0
"Ohio","Allen",2026,70,61,9,0,0,0,0,64,52,39,0,0,51,19,0
"Ohio","Ashtabula",2026,61,58,3,0,0,0,0,77,47,40,0,0,61,0,0
"Ohio","Athens",2026,120,108,12,0,0,0,0,66,51,31,0,0,0,120,0
"Ohio","Butler",2026,120,46,74,0,0,0,0,93,74,55,0,0,27,93,0
"Ohio","Clark",2026,115,76,39,0,0,0,0,90,63,44,0,0,47,68,0
"Ohio","Clermont",2026,6,3,3,0,0,0,0,58,58,53,0,0,0,6,0
"Ohio","Clinton",2026,61,54,7,0,0,0,0,77,58,40,0,0,61,0,0
"Ohio","Columbiana",2026,20,20,0,0,0,0,0,21,20,14,0,0,0,0,20
"Ohio","Cuyahoga",2026,121,48,73,0,0,0,0,93,74,55,1,3,30,79,8
"Ohio","Delaware",2026,61,55,6,0,0,0,0,64,50,39,0,0,61,0,0
"Ohio","Franklin",2026,120,61,59,0,0,0,0,81,71,50,0,1,35,84,0
"Ohio","Geauga",2026,57,51,6,0,0,0,0,100,61,42,0,0,57,0,0
"Ohio","Greene",2026,61,50,11,0,0,0,0,97,58,42,0,0,61,0,0
"Ohio","Hamilton",2026,121,60,61,0,0,0,0,93,71,51,1,3,41,76,0
"Ohio","Jefferson",2026,120,65,55,0,0,0,0,78,66,48,0,0,35,85,0
"Ohio","Knox",2026,61,54,7,0,0,0,0,71,51,40,0,0,61,0,0
"Ohio","Lake",2026,120,85,35,0,0,0,0,80,65,41,0,0,44,76,0
"Ohio","Lawrence",2026,120,40,79,1,0,0,0,103,76,57,0,0,15,105,0
"Ohio","Licking",2026,61,54,7,0,0,0,0,71,51,40,0,0,61,0,0
"Ohio","Lorain",2026,61,58,3,0,0,0,0,71,47,38,0,0,61,0,0
"Ohio","Lucas",2026,121,62,59,0,0,0,0,95,70,48,0,0,33,88,0
"Ohio","Madison",2026,61,56,5,0,0,0,0,71,48,37,0,0,61,0,0
"Ohio","Mahoning",2026,120,80,40,0,0,0,0,80,61,42,0,0,47,73,0
"Ohio","Medina",2026,149,102,47,0,0,0,0,80,64,43,0,0,72,77,0
"Ohio","Miami",2026,61,55,6,0,0,0,0,71,50,40,0,0,61,0,0
"Ohio","Montgomery",2026,120,70,50,0,0,0,0,84,67,46,0,0,34,86,0
"Ohio","Noble",2026,85,82,3,0,0,0,0,71,44,35,0,0,85,0,0
"Ohio","Portage",2026,91,79,12,0,0,0,0,90,58,41,0,0,91,0,0
"Ohio","Preble",2026,121,98,23,0,0,0,0,69,56,38,2,0,84,35,0
"Ohio","Scioto",2026,120,40,78,1,0,1,0,241,75,57,0,0,0,116,4
"Ohio","Stark",2026,151,90,61,0,0,0,0,84,63,46,0,0,63,88,0
"Ohio","Summit",2026,151,104,47,0,0,0,0,77,61,43,0,0,70,80,1
"Ohio","Trumbull",2026,120,76,44,0,0,0,0,87,63,43,0,0,43,77,0
"Ohio","Warren",2026,120,82,37,1,0,0,0,105,64,43,0,0,46,74,0
"Ohio","Washington",2026,60,53,7,0,0,0,0,71,54,41,0,0,60,0,0
"Ohio","Wood",2026,61,59,2,0,0,0,0,54,48,37,0,0,61,0,0
"Oklahoma","Adair",2026,91,85,6,0,0,0,0,77,48,37,9,0,82,0,0
"Oklahoma","Canadian",2026,70,61,9,0,0,0,0,90,58,39,0,0,70,0,0
"Oklahoma","Carter",2026,101,79,22,0,0,0,0,83,56,33,0,0,0,101,0
"Oklahoma","Cleveland",2026,120,69,50,1,0,0,0,105,71,47,0,0,37,83,0
"Oklahoma","Comanche",2026,120,85,34,1,0,0,0,101,64,43,0,0,37,83,0
"Oklahoma","Creek",2026,64,60,4,0,0,0,0,74,49,40,0,0,64,0,0
"Oklahoma","Dewey",2026,120,91,29,0,0,0,0,87,64,41,0,0,50,70,0
"Oklahoma","Kay",2026,120,77,43,0,0,0,0,88,62,41,0,0,0,120,0
"Oklahoma","Kiowa",2026,61,53,8,0,0,0,0,84,58,41,0,0,61,0,0
"Oklahoma","Love",2026,64,51,13,0,0,0,0,97,61,41,0,0,64,0,0
"Oklahoma","Mayes",2026,30,27,3,0,0,0,0,74,67,42,0,0,30,0,0
"Oklahoma","McClain",2026,62,51,11,0,0,0,0,97,64,42,0,0,62,0,0
"Oklahoma","Nowata",2026,40,35,4,1,0,0,0,101,67,41,0,0,40,0,0
"Oklahoma","Oklahoma",2026,121,63,56,2,0,0,0,119,68,50,1,4,25,86,5
"Oklahoma","Osage",2026,62,55,6,1,0,0,0,112,51,42,0,0,62,0,0
"Oklahoma","Pittsburg",2026,120,64,55,1,0,0,0,104,76,49,0,0,31,89,0
"Oklahoma","Sequoyah",2026,90,51,38,1,0,0,0,110,69,43,0,4,9,77,0
"Oklahoma","Tulsa",2026,121,65,55,1,0,0,0,101,66,48,1,0,30,89,1
"Oregon","Crook",2026,90,57,33,0,0,0,0,79,66,40,0,0,0,90,0
"Oregon","Deschutes",2026,89,84,5,0,0,0,0,54,48,20,0,0,0,89,0
"Oregon","Harney",2026,90,51,39,0,0,0,0,77,69,48,0,0,0,90,0
"Oregon","Jackson",2026,90,54,36,0,0,0,0,84,74,38,0,0,0,90,0
"Oregon","Josephine",2026,90,48,41,1,0,0,0,119,70,48,0,0,0,90,0
"Oregon","Klamath",2026,90,47,43,0,0,0,0,81,70,49,0,0,0,90,0
"Oregon","Lake",2026,90,61,25,4,0,0,0,125,81,35,0,0,0,90,0
"Oregon","Lane",2026,90,48,41,1,0,0,0,103,77,47,0,0,0,90,0
"Oregon","Marion",2026,83,67,16,0,0,0,0,88,57,20,0,0,0,83,0
"Oregon","Multnomah",2026,91,80,11,0,0,0,0,77,54,34,1,0,42,48,0
"Oregon","Umatilla",2026,30,30,0,0,0,0,0,32,19,3,0,0,0,30,0
"Oregon","Union",2026,12,12,0,0,0,0,0,24,23,14,0,0,0,0,12
"Oregon","Washington",2026,91,64,27,0,0,0,0,74,58,36,1,2,29,59,0
"Pennsylvania","Adams",2026,91,90,1,0,0,0,0,61,44,38,2,0,89,0,0
"Pennsylvania","Allegheny",2026,91,48,40,2,1,0,0,160,71,50,1,1,36,53,0
"Pennsylvania","Cambria",2026,79,79,0,0,0,0,0,6,5,2,79,0,0,0,0
"Pennsylvania","Centre",2026,89,88,1,0,0,0,0,54,43,35,0,0,89,0,0
"Pennsylvania","Elk",2026,90,88,2,0,0,0,0,67,44,37,0,0,90,0,0
"Pennsylvania","Erie",2026,91,91,0,0,0,0,0,7,3,2,91,0,0,0,0
"Pennsylvania","Lackawanna",2026,85,85,0,0,0,0,0,7,6,3,85,0,0,0,0
"Pennsylvania","Mercer",2026,90,89,1,0,0,0,0,54,42,35,0,0,90,0,0
"Pennsylvania","Philadelphia",2026,91,27,64,0,0,0,0,97,78,57,1,2,11,77,0
"Pennsylvania","Somerset",2026,90,90,0,0,0,0,0,50,44,36,0,0,90,0,0
"Puerto Rico","Bayamon",2026,80,78,1,1,0,0,0,102,32,24,0,0,0,80,0
"Puerto Rico","Catano",2026,81,80,1,0,0,0,0,79,43,28,0,0,0,81,0
"Puerto Rico","Ponce",2026,44,43,1,0,0,0,0,54,5,2,44,0,0,0,0
"Rhode Island","Kent",2026,82,78,4,0,0,0,0,54,43,34,0,0,31,51,0
"Rhode Island","Providence",2026,91,53,38,0,0,0,0,82,59,47,1,1,26,63,0
"Rhode Island","Washington",2026,86,73,13,0,0,0,0,61,52,38,0,0,25,61,0
"South Carolina","Aiken",2026,65,49,16,0,0,0,0,97,74,44,0,0,65,0,0
"South Carolina","Anderson",2026,100,76,24,0,0,0,0,97,71,44,0,0,100,0,0
"South Carolina","Berkeley",2026,91,80,11,0,0,0,0,80,54,40,0,0,91,0,0
"South Carolina","Charleston",2026,151,86,64,0,1,0,0,189,62,45,0,0,41,109,1
"South Carolina","Chesterfield",2026,129,83,46,0,0,0,0,93,71,43,0,0,58,71,0
"South Carolina","Darlington",2026,99,79,20,0,0,0,0,93,71,44,0,0,99,0,0
"South Carolina","Edgefield",2026,130,65,63,2,0,0,0,137,73,51,0,0,48,82,0
"South Carolina","Florence",2026,123,67,56,0,0,0,0,80,64,44,0,0,0,123,0
"South Carolina","Greenville",2026,150,83,66,1,0,0,0,105,74,46,0,0,54,96,0
"South Carolina","Horry",2026,120,91,29,0,0,0,0,77,57,42,0,0,67,53,0
"South Carolina","Richland",2026,151,92,58,1,0,0,0,101,71,46,0,0,56,95,0
"South Carolina","Spartanburg",2026,151,83,68,0,0,0,0,97,75,47,0,0,51,100,0
"South Carolina","York",2026,103,90,13,0,0,0,0,93,54,41,0,0,103,0,0
"South Dakota","Brookings",2026,90,62,28,0,0,0,0,72,56,45,0,0,6,83,1
"South Dakota","Brown",2026,90,85,5,0,0,0,0,83,44,25,0,0,0,83,7
"South Dakota","Clay",2026,90,85,5,0,0,0,0,58,41,31,0,0,66,24,0
"South Dakota","Codington",2026,88,75,13,0,0,0,0,67,53,34,0,0,0,86,2
"South Dakota","Hughes",2026,82,78,4,0,0,0,0,61,39,22,0,0,0,82,0
"South Dakota","Minnehaha",2026,91,84,7,0,0,0,0,83,42,33,1,2,45,41,2
"Tennessee","Anderson",2026,31,28,3,0,0,0,0,84,50,42,0,0,31,0,0
"Tennessee","Blount",2026,120,68,52,0,0,0,0,87,66,49,0,0,56,64,0
"Tennessee","Claiborne",2026,86,83,3,0,0,0,0,67,46,38,0,0,86,0,0
"Tennessee","Davidson",2026,91,42,49,0,0,0,0,79,71,53,1,6,8,75,1
"Tennessee","DeKalb",2026,90,87,3,0,0,0,0,58,47,37,0,0,90,0,0
"Tennessee","Dyer",2026,90,68,22,0,0,0,0,67,55,34,0,0,0,90,0
"Tennessee","Hamilton",2026,90,42,47,1,0,0,0,121,76,52,0,0,10,80,0
"Tennessee","Jefferson",2026,31,28,3,0,0,0,0,67,50,41,0,0,31,0,0
"Tennessee","Knox",2026,151,93,58,0,0,0,0,90,64,46,0,0,64,87,0
"Tennessee","Lawrence",2026,90,58,32,0,0,0,0,73,60,38,0,0,0,90,0
"Tennessee","Loudon",2026,90,68,22,0,0,0,0,74,60,41,0,0,14,76,0
"Tennessee","Madison",2026,90,60,30,0,0,0,0,71,58,36,0,0,0,90,0
"Tennessee","Maury",2026,90,56,34,0,0,0,0,72,63,41,0,0,0,90,0
"Tennessee","McMinn",2026,85,55,30,0,0,0,0,78,63,39,0,0,0,85,0
"Tennessee","Montgomery",2026,90,60,30,0,0,0,0,71,60,39,0,0,0,90,0
"Tennessee","Putnam",2026,85,60,25,0,0,0,0,66,58,33,0,0,0,85,0
"Tennessee","Roane",2026,85,65,20,0,0,0,0,79,58,33,0,0,0,85,0
"Tennessee","Sevier",2026,119,104,15,0,0,0,0,87,54,44,0,0,119,0,0
"Tennessee","Sullivan",2026,90,70,20,0,0,0,0,67,56,38,0,0,20,70,0
"Tennessee","Sumner",2026,90,46,44,0,0,0,0,75,64,46,0,0,11,79,0
"Tennessee","Williamson",2026,31,28,3,0,0,0,0,64,48,41,0,0,31,0,0
"Tennessee","Wilson",2026,31,29,2,0,0,0,0,61,48,40,0,0,31,0,0
"Texas","Atascosa",2026,88,70,18,0,0,0,0,100,56,28,0,0,0,88,0
"Texas","Bell",2026,90,73,17,0,0,0,0,77,54,42,0,0,61,29,0
"Texas","Bexar",2026,91,41,49,0,1,0,0,160,65,52,1,2,28,59,1
"Texas","Bowie",2026,81,38,43,0,0,0,0,77,62,51,0,0,0,81,0
"Texas","Brazoria",2026,59,57,2,0,0,0,0,97,46,37,0,0,59,0,0
"Texas","Brazos",2026,88,70,18,0,0,0,0,89,55,38,0,0,0,88,0
"Texas","Brewster",2026,118,111,6,1,0,0,0,103,49,41,0,0,110,8,0
"Texas","Cameron",2026,90,43,44,3,0,0,0,128,85,51,0,0,22,68,0
"Texas","Collin",2026,89,81,8,0,0,0,0,71,50,36,0,0,89,0,0
"Texas","Dallas",2026,90,43,47,0,0,0,0,81,62,51,0,6,23,61,0
"Texas","Denton",2026,90,68,22,0,0,0,0,84,58,42,0,1,60,29,0
"Texas","Ector",2026,86,60,25,1,0,0,0,105,62,35,0,0,0,86,0
"Texas","El Paso",2026,91,22,59,7,0,0,3,424,101,67,1,1,9,27,53
"Texas","Ellis",2026,58,51,7,0,0,0,0,71,54,36,0,0,58,0,0
"Texas","Galveston",2026,59,51,8,0,0,0,0,65,54,42,0,0,40,19,0
"Texas","Gregg",2026,90,87,3,0,0,0,0,77,49,40,0,2,88,0,0
"Texas","Harris",2026,91,27,63,0,1,0,0,172,78,55,1,2,16,70,2
"Texas","Harrison",2026,90,49,37,0,2,2,0,259,66,48,0,0,27,63,0
"Texas","Hidalgo",2026,90,37,50,3,0,0,0,122,78,52,0,0,19,68,3
"Texas","Hood",2026,89,86,3,0,0,0,0,71,46,36,0,0,89,0,0
"Texas","Hunt",2026,90,86,4,0,0,0,0,58,47,35,0,1,89,0,0
"Texas","Jefferson",2026,59,32,27,0,0,0,0,74,63,46,0,0,12,47,0
"Texas","Johnson",2026,88,85,3,0,0,0,0,67,46,36,0,0,88,0,0
"Texas","Karnes",2026,90,90,0,0,0,0,0,29,20,9,0,90,0,0,0
"Texas","Kaufman",2026,90,74,16,0,0,0,0,61,57,41,0,1,54,35,0
"Texas","Lubbock",2026,71,62,9,0,0,0,0,59,52,21,0,0,0,71,0
"Texas","Maverick",2026,78,46,31,1,0,0,0,101,61,47,0,0,0,78,0
"Texas","McLennan",2026,90,58,32,0,0,0,0,71,55,44,3,0,31,56,0
"Texas","Montgomery",2026,59,31,28,0,0,0,0,89,69,49,0,0,20,39,0
"Texas","Navarro",2026,90,71,19,0,0,0,0,67,55,42,0,0,47,43,0
"Texas","Nueces",2026,90,42,46,1,1,0,0,153,76,52,0,0,30,59,1
"Texas","Orange",2026,59,41,18,0,0,0,0,74,59,42,0,0,26,33,0
"Texas","Parker",2026,89,87,2,0,0,0,0,64,47,36,0,0,89,0,0
"Texas","Polk",2026,77,70,7,0,0,0,0,84,50,40,0,0,77,0,0
"Texas","Potter",2026,90,85,5,0,0,0,0,63,43,16,0,0,0,90,0
"Texas","Randall",2026,82,78,4,0,0,0,0,71,48,41,0,0,82,0,0
"Texas","Rockwall",2026,88,87,1,0,0,0,0,51,45,33,0,0,88,0,0
"Texas","Smith",2026,90,86,4,0,0,0,0,77,48,39,0,0,90,0,0
"Texas","Tarrant",2026,91,49,42,0,0,0,0,89,63,49,1,3,31,56,0
"Texas","Travis",2026,91,44,47,0,0,0,0,84,63,51,1,1,31,58,0
"Texas","Victoria",2026,88,84,4,0,0,0,0,64,49,40,0,0,88,0,0
"Texas","Webb",2026,91,35,54,2,0,0,0,133,71,53,1,0,24,66,0
"Texas","Wilson",2026,88,88,0,0,0,0,0,34,22,9,0,88,0,0,0
"Utah","Box Elder",2026,151,116,35,0,0,0,0,84,61,43,0,2,119,30,0
"Utah","Cache",2026,151,121,30,0,0,0,0,93,57,43,0,0,112,39,0
"Utah","Carbon",2026,151,115,34,2,0,0,0,122,64,44,0,0,148,3,0
"Utah","Davis",2026,151,98,51,2,0,0,0,108,74,45,0,13,108,30,0
"Utah","Duchesne",2026,151,91,59,1,0,0,0,101,67,47,0,0,113,33,5
"Utah","Grand",2026,151,90,61,0,0,0,0,90,71,47,0,0,97,54,0
"Utah","Iron",2026,151,114,36,1,0,0,0,119,64,44,0,0,134,17,0
"Utah","Salt Lake",2026,152,75,74,3,0,0,0,112,80,51,1,5,94,46,6
"Utah","San Juan",2026,115,100,15,0,0,0,0,74,54,42,0,0,115,0,0
"Utah","Tooele",2026,151,129,22,0,0,0,0,79,53,40,0,0,99,52,0
"Utah","Uintah",2026,151,122,29,0,0,0,0,97,58,43,0,0,142,9,0
"Utah","Utah",2026,152,95,57,0,0,0,0,97,68,46,1,2,104,45,0
"Utah","Wasatch",2026,151,115,35,1,0,0,0,105,71,43,0,0,142,9,0
"Utah","Washington",2026,151,118,33,0,0,0,0,84,64,44,0,0,146,5,0
"Utah","Weber",2026,152,104,48,0,0,0,0,97,71,45,1,2,119,29,1
"Vermont","Bennington",2026,90,82,8,0,0,0,0,64,49,38,0,0,67,23,0
"Vermont","Chittenden",2026,91,88,3,0,0,0,0,54,46,40,1,0,77,13,0
"Vermont","Rutland",2026,90,58,32,0,0,0,0,75,63,42,0,0,39,50,1
"Virginia","Albemarle",2026,151,106,45,0,0,0,0,78,59,41,0,0,46,105,0
"Virginia","Arlington",2026,131,114,17,0,0,0,0,77,51,38,1,26,77,27,0
"Virginia","Bristol City",2026,57,41,16,0,0,0,0,67,57,34,0,0,0,57,0
"Virginia","Caroline",2026,59,55,4,0,0,0,0,64,48,40,0,0,59,0,0
"Virginia","Carroll",2026,18,18,0,0,0,0,0,17,14,7,0,0,0,0,18
"Virginia","Charles",2026,150,120,30,0,0,0,0,77,59,39,0,4,47,99,0
"Virginia","Chesterfield",2026,151,118,33,0,0,0,0,69,57,40,0,0,51,100,0
"Virginia","Fairfax",2026,151,108,43,0,0,0,0,80,63,43,0,9,61,81,0
"Virginia","Fauquier",2026,61,55,6,0,0,0,0,67,49,40,0,0,61,0,0
"Virginia","Frederick",2026,151,117,34,0,0,0,0,82,60,40,0,0,47,104,0
"Virginia","Giles",2026,88,87,1,0,0,0,0,51,47,39,0,0,88,0,0
"Virginia","Hampton City",2026,151,122,29,0,0,0,0,77,55,39,1,6,46,98,0
"Virginia","Hanover",2026,61,51,10,0,0,0,0,80,54,43,0,0,61,0,0
"Virginia","Henrico",2026,151,113,38,0,0,0,0,80,59,43,0,2,63,86,0
"Virginia","Hopewell City",2026,13,13,0,0,0,0,0,15,9,4,0,0,0,0,13
"Virginia","Loudoun",2026,144,112,32,0,0,0,0,78,59,40,0,5,73,66,0
"Virginia","Lynchburg City",2026,50,41,9,0,0,0,0,61,55,30,0,0,0,50,0
"Virginia","Madison",2026,136,113,23,0,0,0,0,87,54,42,0,0,95,41,0
"Virginia","Norfolk City",2026,146,119,27,0,0,0,0,78,55,32,1,15,0,101,29
"Virginia","Prince Edward",2026,87,84,3,0,0,0,0,71,45,39,0,0,87,0,0
"Virginia","Prince William",2026,120,115,5,0,0,0,0,74,46,37,0,3,117,0,0
"Virginia","Richmond City",2026,151,116,35,0,0,0,0,66,57,35,20,25,0,106,0
"Virginia","Roanoke",2026,151,120,31,0,0,0,0,71,59,38,0,0,49,102,0
"Virginia","Rockbridge",2026,60,55,5,0,0,0,0,67,50,41,0,0,60,0,0
"Virginia","Rockingham",2026,134,100,34,0,0,0,0,74,59,41,0,8,35,91,0
"Virginia","Salem City",2026,121,98,23,0,0,0,0,69,57,29,0,0,0,121,0
"Virginia","Stafford",2026,120,113,7,0,0,0,0,97,48,38,0,0,120,0,0
"Virginia","Suffolk City",2026,61,50,11,0,0,0,0,77,54,43,0,0,61,0,0
"Virginia","Virginia Beach City",2026,149,112,37,0,0,0,0,78,58,42,0,0,45,104,0
"Virginia","Wythe",2026,61,53,8,0,0,0,0,77,51,42,0,0,61,0,0
"Washington","Adams",2026,59,56,3,0,0,0,0,55,43,24,0,0,0,59,0
"Washington","Asotin",2026,59,25,34,0,0,0,0,81,66,53,0,0,0,59,0
"Washington","Benton",2026,59,43,16,0,0,0,0,69,60,34,0,0,0,59,0
"Washington","Chelan",2026,59,38,21,0,0,0,0,72,65,42,0,0,0,59,0
"Washington","Clallam",2026,54,37,17,0,0,0,0,62,59,38,0,0,8,46,0
"Washington","Clark",2026,59,35,23,1,0,0,0,116,74,48,0,0,0,59,0
"Washington","Columbia",2026,90,87,3,0,0,0,0,54,42,33,0,0,49,41,0
"Washington","Cowlitz",2026,59,47,12,0,0,0,0,64,57,30,0,0,0,59,0
"Washington","Franklin",2026,59,52,7,0,0,0,0,61,52,31,0,0,0,59,0
"Washington","Garfield",2026,59,56,3,0,0,0,0,54,42,19,0,0,0,59,0
"Washington","Grant",2026,59,44,15,0,0,0,0,62,55,37,0,0,0,59,0
"Washington","Grays Harbor",2026,59,55,4,0,0,0,0,78,46,22,0,0,0,59,0
"Washington","Jefferson",2026,59,53,6,0,0,0,0,58,52,22,0,0,0,59,0
"Washington","King",2026,59,40,19,0,0,0,0,89,70,39,0,1,3,55,0
"Washington","Kitsap",2026,59,53,6,0,0,0,0,58,53,22,0,0,0,59,0
"Washington","Kittitas",2026,59,44,15,0,0,0,0,90,64,34,0,0,0,59,0
"Washington","Lewis",2026,59,46,13,0,0,0,0,83,64,27,0,0,0,59,0
"Washington","Mason",2026,59,44,15,0,0,0,0,71,60,29,0,0,0,59,0
"Washington","Okanogan",2026,59,21,38,0,0,0,0,90,69,54,0,0,0,59,0
"Washington","Pacific",2026,59,59,0,0,0,0,0,40,30,14,0,0,0,59,0
"Washington","Pierce",2026,59,45,13,1,0,0,0,104,82,44,0,0,44,15,0
"Washington","Skagit",2026,59,57,2,0,0,0,0,52,46,19,0,0,0,59,0
"Washington","Snohomish",2026,59,30,28,1,0,0,0,107,77,49,0,0,0,59,0
"Washington","Spokane",2026,59,40,19,0,0,0,0,71,63,42,0,0,0,59,0
"Washington","Stevens",2026,59,37,22,0,0,0,0,72,65,42,0,0,0,55,4
"Washington","Thurston",2026,31,21,10,0,0,0,0,75,65,32,0,0,0,31,0
"Washington","Walla Walla",2026,59,45,14,0,0,0,0,62,57,33,0,0,0,56,3
"Washington","Whatcom",2026,59,50,9,0,0,0,0,61,52,26,0,0,0,59,0
"Washington","Whitman",2026,59,57,2,0,0,0,0,52,44,18,0,0,0,59,0
"Washington","Yakima",2026,59,25,34,0,0,0,0,85,76,53,0,0,0,59,0
"West Virginia","Berkeley",2026,49,37,12,0,0,0,0,82,66,38,0,0,28,21,0
"West Virginia","Brooke",2026,75,48,27,0,0,0,0,67,58,34,0,0,0,75,0
"West Virginia","Cabell",2026,90,56,34,0,0,0,0,75,62,44,0,0,12,78,0
"West Virginia","Gilmer",2026,26,25,1,0,0,0,0,51,45,38,0,0,26,0,0
"West Virginia","Greenbrier",2026,31,31,0,0,0,0,0,45,43,37,0,0,31,0,0
"West Virginia","Hancock",2026,90,64,26,0,0,0,0,71,57,41,0,0,23,67,0
"West Virginia","Harrison",2026,27,20,7,0,0,0,0,60,55,39,0,0,0,27,0
"West Virginia","Kanawha",2026,91,60,31,0,0,0,0,66,58,45,1,0,21,69,0
"West Virginia","Marion",2026,29,18,11,0,0,0,0,62,59,43,0,0,0,29,0
"West Virginia","Marshall",2026,27,16,11,0,0,0,0,66,61,40,0,0,0,27,0
"West Virginia","Monongalia",2026,50,43,7,0,0,0,0,60,52,38,0,0,27,23,0
"West Virginia","Ohio",2026,49,39,10,0,0,0,0,61,57,36,0,0,27,22,0
"West Virginia","Tucker",2026,90,89,1,0,0,0,0,51,45,37,0,0,90,0,0
"West Virginia","Wood",2026,45,37,8,0,0,0,0,64,55,37,0,0,25,20,0
"Wisconsin","Ashland",2026,90,83,7,0,0,0,0,60,46,36,0,0,74,16,0
"Wisconsin","Brown",2026,90,63,27,0,0,0,0,80,65,32,0,0,1,89,0
"Wisconsin","Columbia",2026,2,2,0,0,0,0,0,48,48,48,0,0,2,0,0
"Wisconsin","Dane",2026,90,64,26,0,0,0,0,80,67,37,0,0,0,90,0
"Wisconsin","Dodge",2026,91,63,28,0,0,0,0,80,65,38,1,0,46,44,0
"Wisconsin","Door",2026,2,2,0,0,0,0,0,44,44,44,0,0,2,0,0
"Wisconsin","Eau Claire",2026,90,65,25,0,0,0,0,72,62,34,0,0,1,89,0
"Wisconsin","Fond du Lac",2026,2,2,0,0,0,0,0,48,48,48,0,0,2,0,0
"Wisconsin","Forest",2026,89,79,10,0,0,0,0,74,52,37,0,0,62,27,0
"Wisconsin","Grant",2026,90,68,22,0,0,0,0,77,63,36,0,0,0,90,0
"Wisconsin","Jackson",2026,90,62,28,0,0,0,0,71,61,38,0,0,0,90,0
