"","county","n","year"
"4036","37061",6,2018
"4037","37063",514,2018
"4038","37065",3,2018
"4039","37067",152,2018
"4040","37069",10,2018
"4041","37071",64,2018
"4042","37073",2,2018
"4043","37075",0,2018
"4044","37077",13,2018
"4045","37079",1,2018
"4046","37081",298,2018
"4047","37083",4,2018
"4048","37085",25,2018
"4049","37087",28,2018
"4050","37089",54,2018
"4051","37091",0,2018
"4052","37095",5,2018
"4053","37099",13,2018
"4054","37101",51,2018
"4055","37103",0,2018
"4056","37105",15,2018
"4057","37107",10,2018
"4058","37109",30,2018
"4059","37111",16,2018
"4060","37113",11,2018
"4061","37115",1,2018
"4062","37117",10,2018
"4063","37119",1077,2018
"4064","37121",4,2018
"4065","37123",4,2018
"4066","37125",61,2018
"4067","37127",18,2018
"4068","37131",0,2018
"4069","37133",26,2018
"4070","37137",6,2018
"4071","37139",8,2018
"4072","37143",1,2018
"4073","37145",7,2018
"4074","37147",55,2018
"4075","37149",10,2018
"4076","37151",29,2018
"4077","37153",4,2018
"4078","37155",7,2018
"4079","37157",11,2018
"4080","37159",32,2018
"4081","37161",13,2018
"4082","37163",2,2018
"4083","37165",1,2018
"4084","37167",11,2018
"4085","37169",5,2018
"4086","37171",9,2018
"4087","37173",3,2018
"4088","37175",29,2018
"4089","37177",1,2018
"4090","37179",189,2018
"4091","37181",9,2018
"4092","37185",8,2018
"4093","37187",0,2018
"4094","37189",24,2018
"4095","37191",15,2018
"4096","37193",9,2018
"4097","37195",10,2018
"4098","37197",3,2018
"4099","37199",6,2018
"4100","37001",114,2019
"4101","37003",8,2019
"4102","37005",3,2019
"4103","37007",3,2019
"4104","37009",9,2019
"4105","37011",10,2019
"4106","37013",17,2019
"4107","37015",1,2019
"4108","37017",5,2019
"4109","37019",119,2019
"4110","37023",28,2019
"4111","37027",26,2019
"4112","37029",3,2019
"4113","37031",57,2019
"4114","37033",2,2019
"4115","37035",95,2019
"4116","37037",260,2019
"4117","37039",7,2019
"4118","37041",9,2019
"4119","37043",3,2019
"4120","37045",22,2019
"4121","37047",1,2019
"4122","37049",38,2019
"4123","37051",121,2019
"4124","37053",11,2019
"4125","37055",31,2019
"4126","37057",39,2019
"4127","37061",7,2019
"4128","37063",728,2019
"4129","37065",8,2019
"4130","37067",250,2019
"4131","37069",27,2019
"4132","37071",118,2019
"4133","37073",4,2019
"4134","37075",0,2019
"4135","37077",28,2019
"4136","37079",1,2019
"4137","37081",487,2019
"4138","37083",9,2019
"4139","37085",48,2019
"4140","37087",41,2019
"4141","37089",92,2019
"4142","37091",1,2019
"4143","37095",5,2019
"4144","37099",14,2019
"4145","37101",98,2019
"4146","37103",2,2019
"4147","37105",28,2019
"4148","37107",14,2019
"4149","37109",54,2019
"4150","37111",20,2019
"4151","37113",14,2019
"4152","37115",1,2019
"4153","37117",16,2019
"4154","37119",1827,2019
"4155","37121",7,2019
"4156","37123",8,2019
"4157","37125",88,2019
"4158","37127",24,2019
"4159","37131",2,2019
"4160","37133",48,2019
"4161","37137",6,2019
"4162","37139",10,2019
"4163","37143",3,2019
"4164","37145",14,2019
"4165","37147",83,2019
"4166","37149",11,2019
"4167","37151",37,2019
"4168","37153",11,2019
"4169","37155",8,2019
"4170","37157",16,2019
"4171","37159",48,2019
"4172","37161",17,2019
"4173","37163",8,2019
"4174","37165",2,2019
"4175","37167",17,2019
"4176","37169",7,2019
"4177","37171",20,2019
"4178","37173",4,2019
"4179","37175",34,2019
"4180","37177",0,2019
"4181","37179",363,2019
"4182","37181",13,2019
"4183","37185",11,2019
"4184","37187",0,2019
"4185","37189",43,2019
"4186","37191",22,2019
"4187","37193",12,2019
"4188","37195",18,2019
"4189","37197",5,2019
"4190","37199",7,2019
"4191","37001",146,2020
"4192","37003",14,2020
"4193","37005",3,2020
"4194","37007",2,2020
"4195","37009",11,2020
"4196","37011",10,2020
"4197","37013",25,2020
"4198","37015",1,2020
"4199","37017",7,2020
"4200","37019",156,2020
"4201","37023",39,2020
"4202","37027",38,2020
"4203","37029",5,2020
"4204","37031",74,2020
"4205","37033",4,2020
"4206","37035",110,2020
"4207","37037",357,2020
"4208","37039",9,2020
"4209","37041",13,2020
"4210","37043",4,2020
"4211","37045",32,2020
"4212","37047",4,2020
"4213","37049",57,2020
"4214","37051",181,2020
"4215","37053",23,2020
"4216","37055",51,2020
"4217","37057",62,2020
"4218","37061",10,2020
"4219","37063",969,2020
"4220","37065",17,2020
"4221","37067",368,2020
"4222","37069",45,2020
"4223","37071",157,2020
"4224","37073",3,2020
"4225","37075",1,2020
"4226","37077",36,2020
"4227","37079",4,2020
"4228","37081",670,2020
"4229","37083",14,2020
"4230","37085",80,2020
"4231","37087",51,2020
"4232","37089",128,2020
"4233","37091",1,2020
"4234","37095",3,2020
"4235","37099",19,2020
"4236","37101",151,2020
"4237","37103",2,2020
"4238","37105",43,2020
"4239","37107",22,2020
"4240","37109",74,2020
"4241","37111",30,2020
"4242","37113",27,2020
"4243","37115",1,2020
"4244","37117",16,2020
"4245","37119",2557,2020
"4246","37121",7,2020
"4247","37123",15,2020
"4248","37125",143,2020
"4249","37127",33,2020
"4250","37131",4,2020
"4251","37133",83,2020
"4252","37137",7,2020
"4253","37139",12,2020
"4254","37143",3,2020
"4255","37145",14,2020
"4256","37147",117,2020
"4257","37149",16,2020
"4258","37151",47,2020
"4259","37153",18,2020
"4260","37155",16,2020
"4261","37157",27,2020
"4262","37159",72,2020
"4263","37161",22,2020
"4264","37163",8,2020
"4265","37165",7,2020
"4266","37167",21,2020
"4267","37169",9,2020
"4268","37171",31,2020
"4269","37173",7,2020
"4270","37175",55,2020
"4271","37177",0,2020
"4272","37179",516,2020
"4273","37181",19,2020
"4274","37185",13,2020
"4275","37187",2,2020
"4276","37189",68,2020
"4277","37191",42,2020
"4278","37193",16,2020
"4279","37195",31,2020
"4280","37197",9,2020
"4281","37199",7,2020
"4282","37001",249,2021
"4283","37003",25,2021
"4284","37005",9,2021
"4285","37007",2,2021
"4286","37009",18,2021
"4287","37011",15,2021
"4288","37013",41,2021
"4289","37015",4,2021
"4290","37017",14,2021
"4291","37019",266,2021
"4292","37023",68,2021
"4293","37027",70,2021
"4294","37029",10,2021
"4295","37031",124,2021
"4296","37033",7,2021
"4297","37035",181,2021
"4298","37037",530,2021
"4299","37039",19,2021
"4300","37041",16,2021
"4301","37043",13,2021
"4302","37045",58,2021
"4303","37047",11,2021
"4304","37049",108,2021
"4305","37051",372,2021
"4306","37053",45,2021
"4307","37055",83,2021
"4308","37057",144,2021
"4309","37061",17,2021
"4310","37063",1519,2021
"4311","37065",24,2021
"4312","37067",597,2021
"4313","37069",77,2021
"4314","37071",276,2021
"4315","37073",6,2021
"4316","37075",3,2021
"4317","37077",68,2021
"4318","37079",5,2021
"4319","37081",1024,2021
"4320","37083",23,2021
"4321","37085",159,2021
"4322","37087",86,2021
"4323","37089",229,2021
"4324","37091",7,2021
"4325","37095",3,2021
"4326","37099",45,2021
"4327","37101",315,2021
"4328","37103",3,2021
"4329","37105",70,2021
"4330","37107",35,2021
"4331","37109",159,2021
"4332","37111",58,2021
"4333","37113",31,2021
"4334","37115",1,2021
"4335","37117",52,2021
"4336","37119",4224,2021
"4337","37121",14,2021
"4338","37123",20,2021
"4339","37125",276,2021
"4340","37127",60,2021
"4341","37131",4,2021
"4342","37133",143,2021
"4343","37137",15,2021
"4344","37139",22,2021
"4345","37143",11,2021
"4346","37145",27,2021
"4347","37147",187,2021
"4348","37149",35,2021
"4349","37151",84,2021
"4350","37153",17,2021
"4351","37155",34,2021
"4352","37157",47,2021
"4353","37159",127,2021
"4354","37161",44,2021
"4355","37163",15,2021
"4356","37165",13,2021
"4357","37167",39,2021
"4358","37169",28,2021
"4359","37171",46,2021
"4360","37173",14,2021
"4361","37175",85,2021
"4362","37177",1,2021
"4363","37179",841,2021
"4364","37181",25,2021
"4365","37185",14,2021
"4366","37187",3,2021
"4367","37189",124,2021
"4368","37191",80,2021
"4369","37193",30,2021
"4370","37195",55,2021
"4371","37197",23,2021
"4372","37199",16,2021
"4373","37001",376,2022
"4374","37003",29,2022
"4375","37005",15,2022
"4376","37007",8,2022
"4377","37009",27,2022
"4378","37011",30,2022
"4379","37013",64,2022
"4380","37015",6,2022
"4381","37017",21,2022
"4382","37019",399,2022
"4383","37023",114,2022
"4384","37027",94,2022
"4385","37029",18,2022
"4386","37031",174,2022
"4387","37033",12,2022
"4388","37035",312,2022
"4389","37037",783,2022
"4390","37039",30,2022
"4391","37041",17,2022
"4392","37043",21,2022
"4393","37045",94,2022
"4394","37047",20,2022
"4395","37049",152,2022
"4396","37051",578,2022
"4397","37053",84,2022
"4398","37055",138,2022
"4399","37057",222,2022
"4400","37061",28,2022
"4401","37063",2116,2022
"4402","37065",23,2022
"4403","37067",924,2022
"4404","37069",136,2022
"4405","37071",439,2022
"4406","37073",6,2022
"4407","37075",5,2022
"4408","37077",97,2022
"4409","37079",8,2022
"4410","37081",1621,2022
"4411","37083",36,2022
"4412","37085",274,2022
"4413","37087",127,2022
"4414","37089",345,2022
"4415","37091",13,2022
"4416","37095",2,2022
"4417","37099",83,2022
"4418","37101",520,2022
"4419","37103",6,2022
"4420","37105",115,2022
"4421","37107",42,2022
"4422","37109",250,2022
"4423","37111",93,2022
"4424","37113",51,2022
"4425","37115",6,2022
"4426","37117",76,2022
"4427","37119",6605,2022
"4428","37121",22,2022
"4429","37123",39,2022
"4430","37125",435,2022
"4431","37127",98,2022
"4432","37131",7,2022
"4433","37133",265,2022
"4434","37137",21,2022
"4435","37139",42,2022
"4436","37143",15,2022
"4437","37145",49,2022
"4438","37147",273,2022
"4439","37149",62,2022
"4440","37151",144,2022
"4441","37153",30,2022
"4442","37155",60,2022
"4443","37157",74,2022
"4444","37159",205,2022
"4445","37161",71,2022
"4446","37163",21,2022
"4447","37165",17,2022
"4448","37167",72,2022
"4449","37169",44,2022
"4450","37171",79,2022
"4451","37173",19,2022
"4452","37175",142,2022
"4453","37177",1,2022
"4454","37179",1367,2022
"4455","37181",34,2022
"4456","37185",26,2022
"4457","37187",10,2022
"4458","37189",161,2022
"4459","37191",122,2022
"4460","37193",46,2022
"4461","37195",76,2022
"4462","37197",36,2022
"4463","37199",23,2022
"4464","37001",561,2023
"4465","37003",54,2023
"4466","37005",16,2023
"4467","37007",11,2023
"4468","37009",53,2023
"4469","37011",44,2023
"4470","37013",103,2023
"4471","37015",14,2023
"4472","37017",24,2023
"4473","37019",648,2023
"4474","37023",153,2023
"4475","37027",133,2023
"4476","37029",19,2023
"4477","37031",267,2023
"4478","37033",22,2023
"4479","37035",503,2023
"4480","37037",1177,2023
"4481","37039",47,2023
"4482","37041",29,2023
"4483","37043",25,2023
"4484","37045",141,2023
"4485","37047",33,2023
"4486","37049",243,2023
"4487","37051",969,2023
"4488","37053",131,2023
"4489","37055",198,2023
"4490","37057",320,2023
"4491","37061",30,2023
"4492","37063",3317,2023
"4493","37065",35,2023
"4494","37067",1503,2023
"4495","37069",240,2023
"4496","37071",748,2023
"4497","37073",14,2023
"4498","37075",13,2023
"4499","37077",146,2023
"4500","37079",23,2023
"4501","37081",2504,2023
"4502","37083",50,2023
"4503","37085",427,2023
"4504","37087",203,2023
"4505","37089",550,2023
"4506","37091",16,2023
"4507","37095",4,2023
"4508","37099",114,2023
"4509","37101",858,2023
"4510","37103",9,2023
"4511","37105",181,2023
"4512","37107",63,2023
"4513","37109",392,2023
"4514","37111",134,2023
"4515","37113",85,2023
"4516","37115",9,2023
"4517","37117",119,2023
"4518","37119",11563,2023
"4519","37121",32,2023
"4520","37123",55,2023
"4521","37125",645,2023
"4522","37127",160,2023
"4523","37131",16,2023
"4524","37133",385,2023
"4525","37137",30,2023
"4526","37139",59,2023
"4527","37143",28,2023
"4528","37145",71,2023
"4529","37147",454,2023
"4530","37149",101,2023
"4531","37151",249,2023
"4532","37153",54,2023
"4533","37155",89,2023
"4534","37157",124,2023
"4535","37159",341,2023
"4536","37161",106,2023
"4537","37163",43,2023
"4538","37165",31,2023
"4539","37167",115,2023
"4540","37169",62,2023
"4541","37171",122,2023
"4542","37173",42,2023
"4543","37175",196,2023
"4544","37177",1,2023
"4545","37179",2342,2023
"4546","37181",54,2023
"4547","37185",31,2023
"4548","37187",16,2023
"4549","37189",248,2023
"4550","37191",216,2023
"4551","37193",77,2023
"4552","37195",120,2023
"4553","37197",56,2023
"4554","37199",49,2023
"4555","34001",193,2018
"4556","34003",1911,2018
"4557","34009",95,2018
"4558","34011",29,2018
"4559","34013",693,2018
"4560","34015",185,2018
"4561","34017",439,2018
"4562","34019",251,2018
"4563","34027",1151,2018
"4564","34033",34,2018
"4565","34035",917,2018
"4566","34037",72,2018
"4567","34041",80,2018
"4568","36085",210,2018
"4569","36087",364,2018
"4570","45045",302,2018
"4571","36001",532,2018
"4572","47125",59,2018
"4573","48121",999,2018
"4574","51087",352,2018
"4575","36019",40,2018
"4576","36005",119,2018
"4577","36071",217,2018
"4578","51109",18,2018
"4579","36021",62,2018
"4580","36055",622,2018
"4581","36067",249,2018
"4582","36111",237,2018
"4583","51041",220,2018
"4584","51740",17,2018
"4585","36079",164,2018
"4586","45013",158,2018
"4587","48181",43,2018
"4588","51075",45,2018
"4589","34001",314,2019
"4590","34003",2771,2019
"4591","34009",130,2019
"4592","34011",41,2019
"4593","34013",1101,2019
"4594","34015",293,2019
"4595","34017",786,2019
"4596","34019",375,2019
"4597","34027",1781,2019
"4598","34033",49,2019
"4599","34035",1416,2019
"4600","34037",130,2019
"4601","34041",126,2019
"4602","36085",382,2019
"4603","36087",564,2019
"4604","45045",461,2019
"4605","36001",688,2019
"4606","47125",77,2019
"4607","48121",2133,2019
"4608","51087",549,2019
"4609","36019",60,2019
"4610","36005",221,2019
"4611","36071",358,2019
"4612","51109",33,2019
"4613","36021",111,2019
"4614","36055",1025,2019
"4615","36067",377,2019
"4616","36111",366,2019
"4617","51041",373,2019
"4618","51740",27,2019
"4619","36079",272,2019
"4620","45013",200,2019
"4621","48181",80,2019
"4622","51075",58,2019
"4623","34001",476,2020
"4624","34003",4211,2020
"4625","34009",183,2020
"4626","34011",56,2020
"4627","34013",1633,2020
"4628","34015",464,2020
"4629","34017",1404,2020
"4630","34019",534,2020
"4631","34027",2622,2020
"4632","34033",77,2020
"4633","34035",1954,2020
"4634","34037",225,2020
"4635","34041",176,2020
"4636","36085",557,2020
"4637","36087",754,2020
"4638","45045",651,2020
"4639","36001",835,2020
"4640","47125",94,2020
"4641","48121",3209,2020
"4642","51087",809,2020
"4643","36019",74,2020
"4644","36005",317,2020
"4645","36071",497,2020
"4646","51109",49,2020
"4647","36021",162,2020
"4648","36055",1385,2020
"4649","36067",495,2020
"4650","36111",490,2020
"4651","51041",550,2020
"4652","51740",50,2020
"4653","36079",346,2020
"4654","45013",310,2020
"4655","48181",156,2020
"4656","51075",74,2020
"4657","34001",855,2021
"4658","34003",6808,2021
"4659","34009",302,2021
"4660","34011",90,2021
"4661","34013",2678,2021
"4662","34015",840,2021
"4663","34017",2412,2021
"4664","34019",796,2021
"4665","34027",3987,2021
"4666","34033",130,2021
"4667","34035",2855,2021
"4668","34037",350,2021
"4669","34041",297,2021
"4670","36085",1126,2021
"4671","36087",1273,2021
"4672","45045",1051,2021
"4673","36001",1233,2021
"4674","47125",195,2021
"4675","48121",5519,2021
"4676","51087",1149,2021
"4677","36019",116,2021
"4678","36005",613,2021
"4679","36071",904,2021
"4680","51109",76,2021
"4681","36021",282,2021
"4682","36055",2292,2021
"4683","36067",827,2021
"4684","36111",737,2021
"4685","51041",898,2021
"4686","51740",71,2021
"4687","36079",606,2021
"4688","45013",521,2021
"4689","48181",321,2021
"4690","51075",120,2021
"4691","34001",1241,2022
"4692","34003",9936,2022
"4693","34009",434,2022
"4694","34011",149,2022
"4695","34013",3910,2022
"4696","34015",1255,2022
"4697","34017",3544,2022
"4698","34019",1110,2022
"4699","34027",5646,2022
"4700","34033",189,2022
"4701","34035",4128,2022
"4702","34037",520,2022
"4703","34041",451,2022
"4704","36085",1843,2022
"4705","36087",1878,2022
"4706","45045",1701,2022
"4707","36001",1725,2022
"4708","47125",369,2022
"4709","48121",9109,2022
"4710","51087",1873,2022
"4711","36019",167,2022
"4712","36005",855,2022
"4713","36071",1406,2022
"4714","51109",136,2022
"4715","36021",407,2022
"4716","36055",3267,2022
"4717","36067",1156,2022
"4718","36111",1117,2022
"4719","51041",1487,2022
"4720","51740",102,2022
"4721","36079",881,2022
"4722","45013",1003,2022
"4723","48181",595,2022
"4724","51075",195,2022
"4725","34001",2053,2023
"4726","34003",16936,2023
"4727","34009",605,2023
"4728","34011",238,2023
"4729","34013",6413,2023
"4730","34015",2030,2023
"4731","34017",5921,2023
"4732","34019",1838,2023
"4733","34027",9572,2023
"4734","34033",284,2023
"4735","34035",7544,2023
"4736","34037",808,2023
"4737","34041",752,2023
"4738","36085",3230,2023
"4739","36087",2736,2023
"4740","45045",2776,2023
"4741","36001",2532,2023
"4742","47125",599,2023
"4743","48121",15806,2023
"4744","51087",3136,2023
"4745","36019",222,2023
"4746","36005",2560,2023
"4747","36071",2068,2023
"4748","51109",209,2023
"4749","36021",566,2023
"4750","36055",4626,2023
"4751","36067",1775,2023
"4752","36111",1566,2023
"4753","51041",2369,2023
"4754","51740",159,2023
"4755","36079",1218,2023
"4756","45013",1385,2023
"4757","48181",1096,2023
"4758","51075",290,2023
"4759","32001",7,2018
"4760","32005",81,2018
"4761","32007",13,2018
"4762","32009",2,2018
"4763","32011",1,2018
"4764","32013",2,2018
"4765","32015",1,2018
"4766","32017",4,2018
"4767","32019",24,2018
"4768","32021",3,2018
"4769","32023",31,2018
"4770","32027",2,2018
"4771","32029",21,2018
"4772","32033",3,2018
"4773","32510",50,2018
"4774","32001",10,2019
"4775","32005",115,2019
"4776","32007",11,2019
"4777","32009",2,2019
"4778","32011",1,2019
"4779","32013",5,2019
"4780","32015",1,2019
"4781","32017",4,2019
"4782","32019",51,2019
"4783","32021",7,2019
"4784","32023",37,2019
"4785","32027",2,2019
"4786","32029",30,2019
"4787","32033",3,2019
"4788","32510",81,2019
"4789","32001",14,2020
"4790","32005",170,2020
"4791","32007",16,2020
"4792","32009",2,2020
"4793","32011",1,2020
"4794","32013",8,2020
"4795","32015",3,2020
"4796","32017",5,2020
"4797","32019",85,2020
"4798","32021",8,2020
"4799","32023",65,2020
"4800","32027",3,2020
"4801","32029",26,2020
"4802","32033",4,2020
"4803","32510",105,2020
"4804","32001",23,2021
"4805","32005",274,2021
"4806","32007",25,2021
"4807","32009",3,2021
"4808","32011",2,2021
"4809","32013",15,2021
"4810","32015",4,2021
"4811","32017",5,2021
"4812","32019",130,2021
"4813","32021",11,2021
"4814","32023",109,2021
"4815","32027",6,2021
"4816","32029",23,2021
"4817","32033",3,2021
"4818","32510",167,2021
"4819","32001",49,2022
"4820","32005",393,2022
"4821","32007",36,2022
"4822","32009",3,2022
"4823","32011",3,2022
"4824","32013",20,2022
"4825","32015",3,2022
"4826","32017",11,2022
"4827","32019",220,2022
"4828","32021",12,2022
"4829","32023",183,2022
"4830","32027",14,2022
"4831","32029",25,2022
"4832","32033",2,2022
"4833","32510",251,2022
"4834","32001",84,2023
"4835","32005",554,2023
"4836","32007",103,2023
"4837","32009",6,2023
"4838","32011",3,2023
"4839","32013",22,2023
"4840","32015",4,2023
"4841","32017",12,2023
"4842","32019",304,2023
"4843","32021",12,2023
"4844","32023",269,2023
"4845","32027",13,2023
"4846","32029",33,2023
"4847","32033",4,2023
"4848","32510",356,2023
"4849","36003",8,2018
"4850","36007",76,2018
"4851","36009",7,2018
"4852","36011",46,2018
"4853","36013",51,2018
"4854","36015",18,2018
"4855","36017",6,2018
"4856","36023",39,2018
"4857","36025",29,2018
"4858","36027",239,2018
"4859","36031",39,2018
"4860","36033",9,2018
"4861","36035",18,2018
"4862","36037",19,2018
"4863","36039",26,2018
"4864","36041",1,2018
"4865","36043",35,2018
"4866","36045",29,2018
"4867","36049",5,2018
"4868","36051",47,2018
"4869","36053",43,2018
"4870","36057",1,2018
"4871","36063",86,2018
"4872","36065",44,2018
"4873","36069",43,2018
"4874","36073",7,2018
"4875","36075",38,2018
"4876","36077",18,2018
"4877","36083",116,2018
"4878","36089",28,2018
"4879","36093",47,2018
"4880","36095",6,2018
"4881","36097",25,2018
"4882","36099",9,2018
"4883","36101",21,2018
"4884","36105",44,2018
"4885","36107",46,2018
"4886","36109",144,2018
"4887","36113",36,2018
"4888","36115",23,2018
"4889","36117",34,2018
"4890","36121",4,2018
"4891","36123",12,2018
"4892","51193",6,2018
"4893","45091",170,2018
"4894","47065",200,2018
"4895","50025",65,2018
"4896","47007",0,2018
"4897","48209",200,2018
"4898","50003",45,2018
"4899","50017",47,2018
"4900","51800",29,2018
"4901","45003",45,2018
"4902","45035",44,2018
"4903","50015",42,2018
"4904","50027",91,2018
"4905","36003",9,2019
"4906","36007",77,2019
"4907","36009",17,2019
"4908","36011",64,2019
"4909","36013",76,2019
"4910","36015",23,2019
"4911","36017",10,2019
"4912","36023",44,2019
"4913","36025",38,2019
"4914","36027",378,2019
"4915","36031",43,2019
"4916","36033",22,2019
"4917","36035",31,2019
"4918","36037",34,2019
"4919","36039",34,2019
"4920","36041",1,2019
"4921","36043",61,2019
"4922","36045",43,2019
"4923","36049",4,2019
"4924","36051",72,2019
"4925","36053",54,2019
"4926","36057",4,2019
"4927","36063",132,2019
"4928","36065",76,2019
"4929","36069",64,2019
"4930","36073",12,2019
"4931","36075",51,2019
"4932","36077",30,2019
"4933","36083",168,2019
"4934","36089",39,2019
"4935","36093",66,2019
"4936","36095",10,2019
"4937","36097",40,2019
"4938","36099",13,2019
"4939","36101",35,2019
"4940","36105",72,2019
"4941","36107",79,2019
"4942","36109",222,2019
"4943","36113",55,2019
"4944","36115",33,2019
"4945","36117",73,2019
"4946","36121",10,2019
"4947","36123",12,2019
"4948","51193",10,2019
"4949","45091",280,2019
"4950","47065",264,2019
"4951","50025",108,2019
"4952","47007",0,2019
"4953","48209",425,2019
"4954","50003",70,2019
"4955","50017",71,2019
"4956","51800",48,2019
"4957","45003",50,2019
"4958","45035",80,2019
"4959","50015",53,2019
"4960","50027",159,2019
"4961","36003",11,2020
"4962","36007",102,2020
"4963","36009",17,2020
"4964","36011",80,2020
"4965","36013",90,2020
"4966","36015",27,2020
"4967","36017",19,2020
"4968","36023",51,2020
"4969","36025",48,2020
"4970","36027",520,2020
"4971","36031",62,2020
"4972","36033",27,2020
"4973","36035",34,2020
"4974","36037",52,2020
"4975","36039",59,2020
"4976","36041",2,2020
"4977","36043",72,2020
"4978","36045",56,2020
"4979","36049",6,2020
"4980","36051",86,2020
"4981","36053",60,2020
"4982","36057",3,2020
"4983","36063",167,2020
"4984","36065",97,2020
"4985","36069",109,2020
"4986","36073",17,2020
"4987","36075",65,2020
"4988","36077",42,2020
"4989","36083",213,2020
"4990","36089",54,2020
"4991","36093",82,2020
"4992","36095",12,2020
"4993","36097",51,2020
"4994","36099",17,2020
"4995","36101",45,2020
"4996","36105",115,2020
"4997","36107",108,2020
"4998","36109",297,2020
"4999","36113",84,2020
"5000","36115",46,2020
"5001","36117",95,2020
"5002","36121",11,2020
"5003","36123",26,2020
"5004","51193",16,2020
"5005","45091",410,2020
"5006","47065",313,2020
"5007","50025",151,2020
"5008","47007",2,2020
"5009","48209",623,2020
"5010","50003",87,2020
"5011","50017",84,2020
"5012","51800",88,2020
"5013","45003",80,2020
"5014","45035",100,2020
"5015","50015",70,2020
"5016","50027",208,2020
"5017","36003",20,2021
"5018","36007",154,2021
"5019","36009",30,2021
"5020","36011",138,2021
"5021","36013",118,2021
"5022","36015",54,2021
"5023","36017",27,2021
"5024","36023",70,2021
"5025","36025",81,2021
"5026","36027",858,2021
"5027","36031",87,2021
"5028","36033",43,2021
"5029","36035",63,2021
"5030","36037",92,2021
"5031","36039",82,2021
"5032","36041",5,2021
"5033","36043",114,2021
"5034","36045",107,2021
"5035","36049",18,2021
"5036","36051",141,2021
"5037","36053",106,2021
"5038","36057",10,2021
"5039","36063",285,2021
"5040","36065",159,2021
"5041","36069",186,2021
"5042","36073",24,2021
"5043","36075",101,2021
"5044","36077",69,2021
"5045","36083",312,2021
"5046","36089",81,2021
"5047","36093",125,2021
"5048","36095",20,2021
"5049","36097",75,2021
"5050","36099",32,2021
"5051","36101",73,2021
"5052","36105",197,2021
"5053","36107",163,2021
"5054","36109",471,2021
"5055","36113",146,2021
"5056","36115",66,2021
"5057","36117",147,2021
"5058","36121",32,2021
"5059","36123",45,2021
"5060","51193",20,2021
"5061","45091",711,2021
"5062","47065",580,2021
"5063","50025",240,2021
"5064","47007",2,2021
"5065","48209",1222,2021
"5066","50003",171,2021
"5067","50017",133,2021
"5068","51800",161,2021
"5069","45003",170,2021
"5070","45035",190,2021
"5071","50015",110,2021
"5072","50027",293,2021
"5073","36003",29,2022
"5074","36007",195,2022
"5075","36009",49,2022
"5076","36011",207,2022
"5077","36013",152,2022
"5078","36015",79,2022
"5079","36017",37,2022
"5080","36023",100,2022
"5081","36025",123,2022
"5082","36027",1244,2022
"5083","36031",129,2022
"5084","36033",60,2022
"5085","36035",116,2022
"5086","36037",140,2022
"5087","36039",111,2022
"5088","36041",7,2022
"5089","36043",172,2022
"5090","36045",140,2022
"5091","36049",25,2022
"5092","36051",228,2022
"5093","36053",155,2022
"5094","36057",21,2022
"5095","36063",454,2022
"5096","36065",269,2022
"5097","36069",273,2022
"5098","36073",35,2022
"5099","36075",153,2022
"5100","36077",105,2022
"5101","36083",443,2022
"5102","36089",127,2022
"5103","36093",168,2022
"5104","36095",29,2022
"5105","36097",114,2022
"5106","36099",51,2022
"5107","36101",107,2022
"5108","36105",328,2022
"5109","36107",235,2022
"5110","36109",622,2022
"5111","36113",196,2022
"5112","36115",106,2022
"5113","36117",199,2022
"5114","36121",51,2022
"5115","36123",61,2022
"5116","51193",31,2022
"5117","45091",1704,2022
"5118","47065",890,2022
"5119","50025",312,2022
"5120","47007",8,2022
"5121","48209",2046,2022
"5122","50003",249,2022
"5123","50017",197,2022
"5124","51800",279,2022
"5125","45003",290,2022
"5126","45035",310,2022
"5127","50015",173,2022
"5128","50027",418,2022
"5129","36003",43,2023
"5130","36007",322,2023
"5131","36009",78,2023
"5132","36011",282,2023
"5133","36013",229,2023
"5134","36015",115,2023
"5135","36017",59,2023
"5136","36023",122,2023
"5137","36025",200,2023
"5138","36027",1773,2023
"5139","36031",181,2023
"5140","36033",78,2023
"5141","36035",154,2023
"5142","36037",187,2023
"5143","36039",173,2023
"5144","36041",11,2023
"5145","36043",275,2023
"5146","36045",181,2023
"5147","36049",42,2023
"5148","36051",285,2023
"5149","36053",256,2023
"5150","36057",25,2023
"5151","36063",664,2023
"5152","36065",431,2023
"5153","36069",405,2023
"5154","36073",44,2023
"5155","36075",201,2023
"5156","36077",151,2023
"5157","36083",697,2023
"5158","36089",186,2023
"5159","36093",272,2023
"5160","36095",42,2023
"5161","36097",164,2023
"5162","36099",82,2023
"5163","36101",160,2023
"5164","36105",478,2023
"5165","36107",333,2023
"5166","36109",886,2023
"5167","36113",298,2023
"5168","36115",168,2023
"5169","36117",275,2023
"5170","36121",71,2023
"5171","36123",87,2023
"5172","51193",47,2023
"5173","45091",2466,2023
"5174","47065",1462,2023
"5175","50025",426,2023
"5176","47007",12,2023
"5177","48209",2779,2023
"5178","50003",311,2023
"5179","50017",246,2023
"5180","51800",437,2023
"5181","45003",491,2023
"5182","45035",550,2023
"5183","50015",217,2023
"5184","50027",531,2023
"5185","45000",0,2018
"5186","45001",3,2018
"5187","45005",0,2018
"5188","45007",48,2018
"5189","45009",0,2018
"5190","45011",0,2018
"5191","45015",75,2018
"5192","45017",1,2018
"5193","45019",379,2018
